Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-06T00:00+02:00;2019-07-07T00:00+02:00;2019-07-06;7840;100,0;24;24;0;4;99,95;Totalt i retning TROMSDALEN;7024;812;356;173;255;28;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-06T00:00+02:00;2019-07-07T00:00+02:00;2019-07-06;7440;100,0;24;24;0;6;99,92;Totalt i retning TROMSØYA;6926;508;155;245;102;6;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-06T00:00+02:00;2019-07-07T00:00+02:00;2019-07-06;15280;100,0;24;24;0;10;99,93;Totalt;13950;1320;511;418;357;34;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-07T00:00+02:00;2019-07-08T00:00+02:00;2019-07-07;7704;100,0;24;24;0;3;99,96;1;7253;448;137;218;82;11;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-07T00:00+02:00;2019-07-08T00:00+02:00;2019-07-07;7442;100,0;24;24;0;1;99,99;2;6782;659;303;145;181;30;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-07T00:00+02:00;2019-07-08T00:00+02:00;2019-07-07;7445;100,0;24;24;0;1;99,99;Totalt i retning TROMSDALEN;6785;659;303;145;181;30;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-07T00:00+02:00;2019-07-08T00:00+02:00;2019-07-07;7701;100,0;24;24;0;3;99,96;Totalt i retning TROMSØYA;7250;448;137;218;82;11;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-07T00:00+02:00;2019-07-08T00:00+02:00;2019-07-07;15146;100,0;24;24;0;4;99,97;Totalt;14035;1107;440;363;263;41;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-08T00:00+02:00;2019-07-09T00:00+02:00;2019-07-08;9970;100,0;24;24;0;4;99,96;1;9305;661;188;323;127;23;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-08T00:00+02:00;2019-07-09T00:00+02:00;2019-07-08;9920;100,0;24;24;0;1;99,99;2;8735;1184;491;349;260;84;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-08T00:00+02:00;2019-07-09T00:00+02:00;2019-07-08;9923;100,0;24;24;0;1;99,99;Totalt i retning TROMSDALEN;8736;1186;492;350;260;84;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-08T00:00+02:00;2019-07-09T00:00+02:00;2019-07-08;9967;100,0;24;24;0;4;99,96;Totalt i retning TROMSØYA;9304;659;187;322;127;23;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-08T00:00+02:00;2019-07-09T00:00+02:00;2019-07-08;19890;100,0;24;24;0;5;99,97;Totalt;18040;1845;679;672;387;107;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-09T00:00+02:00;2019-07-10T00:00+02:00;2019-07-09;9689;100,0;24;24;0;9;99,91;1;8951;729;240;342;132;14;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-09T00:00+02:00;2019-07-10T00:00+02:00;2019-07-09;9822;100,0;24;24;0;1;99,99;2;8563;1258;535;332;315;76;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-09T00:00+02:00;2019-07-10T00:00+02:00;2019-07-09;9823;100,0;24;24;0;1;99,99;Totalt i retning TROMSDALEN;8563;1259;535;333;315;76;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-09T00:00+02:00;2019-07-10T00:00+02:00;2019-07-09;9688;100,0;24;24;0;9;99,91;Totalt i retning TROMSØYA;8951;728;240;341;132;14;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-09T00:00+02:00;2019-07-10T00:00+02:00;2019-07-09;19511;100,0;24;24;0;10;99,95;Totalt;17514;1987;775;674;447;90;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-10T00:00+02:00;2019-07-11T00:00+02:00;2019-07-10;9568;100,0;24;24;0;7;99,93;1;8871;690;219;334;119;17;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-10T00:00+02:00;2019-07-11T00:00+02:00;2019-07-10;9648;100,0;24;24;0;2;99,98;2;8379;1267;559;353;279;76;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-10T00:00+02:00;2019-07-11T00:00+02:00;2019-07-10;9653;100,0;24;24;0;2;99,98;Totalt i retning TROMSDALEN;8380;1271;561;355;279;76;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-10T00:00+02:00;2019-07-11T00:00+02:00;2019-07-10;9563;100,0;24;24;0;7;99,93;Totalt i retning TROMSØYA;8870;686;217;332;119;17;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-10T00:00+02:00;2019-07-11T00:00+02:00;2019-07-10;19216;100,0;24;24;0;9;99,95;Totalt;17250;1957;778;687;398;93;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-11T00:00+02:00;2019-07-12T00:00+02:00;2019-07-11;9423;100,0;24;24;0;9;99,90;1;8785;629;201;286;124;18;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-11T00:00+02:00;2019-07-12T00:00+02:00;2019-07-11;9658;100,0;24;24;0;2;99,98;2;8441;1215;525;322;279;88;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-11T00:00+02:00;2019-07-12T00:00+02:00;2019-07-11;9660;100,0;24;24;0;2;99,98;Totalt i retning TROMSDALEN;8440;1218;527;323;279;88;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-11T00:00+02:00;2019-07-12T00:00+02:00;2019-07-11;9421;100,0;24;24;0;9;99,90;Totalt i retning TROMSØYA;8786;626;199;285;124;18;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-11T00:00+02:00;2019-07-12T00:00+02:00;2019-07-11;19081;100,0;24;24;0;11;99,94;Totalt;17226;1844;726;608;403;106;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-12T00:00+02:00;2019-07-13T00:00+02:00;2019-07-12;9292;100,0;24;24;0;5;99,95;1;8639;648;199;309;123;17;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-12T00:00+02:00;2019-07-13T00:00+02:00;2019-07-12;9786;100,0;24;24;0;2;99,98;2;8636;1148;500;298;282;67;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-12T00:00+02:00;2019-07-13T00:00+02:00;2019-07-12;9791;100,0;24;24;0;2;99,98;Totalt i retning TROMSDALEN;8637;1152;503;299;282;67;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-12T00:00+02:00;2019-07-13T00:00+02:00;2019-07-12;9287;100,0;24;24;0;5;99,95;Totalt i retning TROMSØYA;8638;644;196;308;123;17;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-12T00:00+02:00;2019-07-13T00:00+02:00;2019-07-12;19078;100,0;24;24;0;7;99,96;Totalt;17275;1796;699;607;405;84;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-13T00:00+02:00;2019-07-14T00:00+02:00;2019-07-13;7212;100,0;24;24;0;3;99,96;1;6791;418;129;206;81;2;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-13T00:00+02:00;2019-07-14T00:00+02:00;2019-07-13;7269;100,0;24;24;0;3;99,96;2;6557;709;320;162;200;26;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-13T00:00+02:00;2019-07-14T00:00+02:00;2019-07-13;7272;100,0;24;24;0;4;99,94;Totalt i retning TROMSDALEN;6558;710;321;162;200;26;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-13T00:00+02:00;2019-07-14T00:00+02:00;2019-07-13;7209;100,0;24;24;0;2;99,97;Totalt i retning TROMSØYA;6790;417;128;206;81;2;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-13T00:00+02:00;2019-07-14T00:00+02:00;2019-07-13;14481;100,0;24;24;0;6;99,96;Totalt;13348;1127;449;368;281;28;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-14T00:00+02:00;2019-07-15T00:00+02:00;2019-07-14;7541;100,0;24;24;0;0;100,00;1;7051;490;160;256;70;4;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-14T00:00+02:00;2019-07-15T00:00+02:00;2019-07-14;6711;100,0;24;24;0;0;100,00;2;6088;623;277;115;206;25;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-14T00:00+02:00;2019-07-15T00:00+02:00;2019-07-14;6712;100,0;24;24;0;0;100,00;Totalt i retning TROMSDALEN;6089;623;277;115;206;25;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-14T00:00+02:00;2019-07-15T00:00+02:00;2019-07-14;7540;100,0;24;24;0;0;100,00;Totalt i retning TROMSØYA;7050;490;160;256;70;4;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-14T00:00+02:00;2019-07-15T00:00+02:00;2019-07-14;14252;100,0;24;24;0;0;100,00;Totalt;13139;1113;437;371;276;29;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-15T00:00+02:00;2019-07-16T00:00+02:00;2019-07-15;9674;100,0;24;24;0;11;99,89;1;8933;730;219;342;138;30;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-15T00:00+02:00;2019-07-16T00:00+02:00;2019-07-15;9291;100,0;24;24;0;1;99,99;2;8057;1233;503;372;255;103;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-15T00:00+02:00;2019-07-16T00:00+02:00;2019-07-15;9294;100,0;24;24;0;2;99,98;Totalt i retning TROMSDALEN;8057;1235;503;374;255;103;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-15T00:00+02:00;2019-07-16T00:00+02:00;2019-07-15;9671;100,0;24;24;0;10;99,90;Totalt i retning TROMSØYA;8933;728;219;340;138;30;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-15T00:00+02:00;2019-07-16T00:00+02:00;2019-07-15;18965;100,0;24;24;0;12;99,94;Totalt;16990;1963;722;714;393;133;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-16T00:00+02:00;2019-07-17T00:00+02:00;2019-07-16;9207;100,0;24;24;0;13;99,86;1;8551;643;216;285;126;15;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-16T00:00+02:00;2019-07-17T00:00+02:00;2019-07-16;9203;100,0;24;24;0;1;99,99;2;8048;1154;491;321;260;82;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-16T00:00+02:00;2019-07-17T00:00+02:00;2019-07-16;9205;100,0;24;24;0;1;99,99;Totalt i retning TROMSDALEN;8048;1156;493;321;260;82;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-16T00:00+02:00;2019-07-17T00:00+02:00;2019-07-16;9205;100,0;24;24;0;13;99,86;Totalt i retning TROMSØYA;8551;641;214;285;126;15;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-16T00:00+02:00;2019-07-17T00:00+02:00;2019-07-16;18410;100,0;24;24;0;14;99,92;Totalt;16599;1797;707;606;386;97;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-17T00:00+02:00;2019-07-18T00:00+02:00;2019-07-17;9498;100,0;24;24;0;4;99,96;1;8760;734;234;361;125;13;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-17T00:00+02:00;2019-07-18T00:00+02:00;2019-07-17;9339;100,0;24;24;0;2;99,98;2;8151;1186;467;356;279;84;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-17T00:00+02:00;2019-07-18T00:00+02:00;2019-07-17;9344;100,0;24;24;0;2;99,98;Totalt i retning TROMSDALEN;8153;1189;469;357;279;84;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-17T00:00+02:00;2019-07-18T00:00+02:00;2019-07-17;9493;100,0;24;24;0;4;99,96;Totalt i retning TROMSØYA;8758;731;232;360;125;13;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-17T00:00+02:00;2019-07-18T00:00+02:00;2019-07-17;18837;100,0;24;24;0;6;99,97;Totalt;16911;1920;701;717;404;97;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-18T00:00+02:00;2019-07-19T00:00+02:00;2019-07-18;9598;100,0;24;24;0;8;99,92;1;8916;674;232;289;130;22;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-18T00:00+02:00;2019-07-19T00:00+02:00;2019-07-18;9659;100,0;24;24;0;2;99,98;2;8528;1129;467;314;263;85;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-18T00:00+02:00;2019-07-19T00:00+02:00;2019-07-18;9663;100,0;24;24;0;2;99,98;Totalt i retning TROMSDALEN;8531;1130;467;315;263;85;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-18T00:00+02:00;2019-07-19T00:00+02:00;2019-07-18;9594;100,0;24;24;0;8;99,92;Totalt i retning TROMSØYA;8913;673;232;288;130;22;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-18T00:00+02:00;2019-07-19T00:00+02:00;2019-07-18;19257;100,0;24;24;0;10;99,95;Totalt;17444;1803;699;603;393;107;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-19T00:00+02:00;2019-07-20T00:00+02:00;2019-07-19;9273;100,0;24;24;0;2;99,98;1;8595;676;236;303;122;14;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-19T00:00+02:00;2019-07-20T00:00+02:00;2019-07-19;9577;100,0;24;24;0;2;99,98;2;8438;1137;500;308;269;59;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-19T00:00+02:00;2019-07-20T00:00+02:00;2019-07-19;9580;100,0;24;24;0;1;99,99;Totalt i retning TROMSDALEN;8440;1139;500;310;269;59;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-19T00:00+02:00;2019-07-20T00:00+02:00;2019-07-19;9270;100,0;24;24;0;3;99,97;Totalt i retning TROMSØYA;8593;674;236;301;122;14;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-19T00:00+02:00;2019-07-20T00:00+02:00;2019-07-19;18850;100,0;24;24;0;4;99,98;Totalt;17033;1813;736;611;391;73;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-20T00:00+02:00;2019-07-21T00:00+02:00;2019-07-20;7444;100,0;24;24;0;3;99,96;1;7013;428;156;200;68;3;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-20T00:00+02:00;2019-07-21T00:00+02:00;2019-07-20;7617;100,0;24;24;0;0;100,00;2;6944;673;296;151;205;21;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-20T00:00+02:00;2019-07-21T00:00+02:00;2019-07-20;7617;100,0;24;24;0;0;100,00;Totalt i retning TROMSDALEN;6944;673;296;151;205;21;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-20T00:00+02:00;2019-07-21T00:00+02:00;2019-07-20;7444;100,0;24;24;0;3;99,96;Totalt i retning TROMSØYA;7013;428;156;200;68;3;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-20T00:00+02:00;2019-07-21T00:00+02:00;2019-07-20;15061;100,0;24;24;0;3;99,98;Totalt;13957;1101;452;351;273;24;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-21T00:00+02:00;2019-07-22T00:00+02:00;2019-07-21;7712;100,0;24;24;0;1;99,99;1;7247;464;154;234;58;16;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-21T00:00+02:00;2019-07-22T00:00+02:00;2019-07-21;7284;100,0;24;24;0;0;100,00;2;6636;648;275;156;188;29;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-21T00:00+02:00;2019-07-22T00:00+02:00;2019-07-21;7287;100,0;24;24;0;0;100,00;Totalt i retning TROMSDALEN;6638;649;276;156;188;29;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-21T00:00+02:00;2019-07-22T00:00+02:00;2019-07-21;7709;100,0;24;24;0;1;99,99;Totalt i retning TROMSØYA;7245;463;153;234;58;16;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-21T00:00+02:00;2019-07-22T00:00+02:00;2019-07-21;14996;100,0;24;24;0;1;99,99;Totalt;13883;1112;429;390;246;45;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-22T00:00+02:00;2019-07-23T00:00+02:00;2019-07-22;9501;100,0;24;24;0;7;99,93;1;8798;696;194;344;136;22;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-22T00:00+02:00;2019-07-23T00:00+02:00;2019-07-22;9452;100,0;24;24;0;1;99,99;2;8236;1215;473;362;271;108;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-22T00:00+02:00;2019-07-23T00:00+02:00;2019-07-22;9455;100,0;24;24;0;1;99,99;Totalt i retning TROMSDALEN;8237;1217;475;362;271;108;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-22T00:00+02:00;2019-07-23T00:00+02:00;2019-07-22;9498;100,0;24;24;0;7;99,93;Totalt i retning TROMSØYA;8797;694;192;344;136;22;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-22T00:00+02:00;2019-07-23T00:00+02:00;2019-07-22;18953;100,0;24;24;0;8;99,96;Totalt;17034;1911;667;706;407;130;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-23T00:00+02:00;2019-07-24T00:00+02:00;2019-07-23;9502;100,0;24;24;0;7;99,93;1;8758;737;235;349;132;20;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-23T00:00+02:00;2019-07-24T00:00+02:00;2019-07-23;9385;100,0;24;24;0;2;99,98;2;8189;1194;471;335;288;98;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-23T00:00+02:00;2019-07-24T00:00+02:00;2019-07-23;9386;100,0;24;24;0;2;99,98;Totalt i retning TROMSDALEN;8189;1195;471;336;288;98;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-23T00:00+02:00;2019-07-24T00:00+02:00;2019-07-23;9501;100,0;24;24;0;7;99,93;Totalt i retning TROMSØYA;8758;736;235;348;132;20;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-23T00:00+02:00;2019-07-24T00:00+02:00;2019-07-23;18887;100,0;24;24;0;9;99,95;Totalt;16947;1931;706;684;420;118;3
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-24T00:00+02:00;2019-07-25T00:00+02:00;2019-07-24;9024;100,0;24;24;0;9;99,90;1;8331;684;198;328;137;20;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-24T00:00+02:00;2019-07-25T00:00+02:00;2019-07-24;9012;100,0;24;24;0;2;99,98;2;7825;1185;500;305;279;100;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-24T00:00+02:00;2019-07-25T00:00+02:00;2019-07-24;9017;100,0;24;24;0;3;99,97;Totalt i retning TROMSDALEN;7827;1187;500;307;279;100;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-24T00:00+02:00;2019-07-25T00:00+02:00;2019-07-24;9019;100,0;24;24;0;8;99,91;Totalt i retning TROMSØYA;8329;682;198;326;137;20;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-24T00:00+02:00;2019-07-25T00:00+02:00;2019-07-24;18036;100,0;24;24;0;11;99,94;Totalt;16156;1869;698;633;416;120;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-25T00:00+02:00;2019-07-26T00:00+02:00;2019-07-25;9234;100,0;24;24;0;15;99,84;1;8492;727;218;342;143;24;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-25T00:00+02:00;2019-07-26T00:00+02:00;2019-07-25;9275;100,0;24;24;0;12;99,87;2;8132;1131;409;326;295;101;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-25T00:00+02:00;2019-07-26T00:00+02:00;2019-07-25;9278;100,0;24;24;0;12;99,87;Totalt i retning TROMSDALEN;8133;1133;409;328;295;101;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-25T00:00+02:00;2019-07-26T00:00+02:00;2019-07-25;9231;100,0;24;24;0;15;99,84;Totalt i retning TROMSØYA;8491;725;218;340;143;24;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-25T00:00+02:00;2019-07-26T00:00+02:00;2019-07-25;18509;100,0;24;24;0;27;99,85;Totalt;16624;1858;627;668;438;125;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-26T00:00+02:00;2019-07-27T00:00+02:00;2019-07-26;8675;100,0;24;24;0;5;99,94;1;8040;630;195;288;136;11;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-26T00:00+02:00;2019-07-27T00:00+02:00;2019-07-26;9176;100,0;24;24;0;0;100,00;2;8093;1083;428;338;270;46;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-26T00:00+02:00;2019-07-27T00:00+02:00;2019-07-26;9184;100,0;24;24;0;0;100,00;Totalt i retning TROMSDALEN;8094;1090;433;340;270;46;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-26T00:00+02:00;2019-07-27T00:00+02:00;2019-07-26;8667;100,0;24;24;0;5;99,94;Totalt i retning TROMSØYA;8039;623;190;286;136;11;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-26T00:00+02:00;2019-07-27T00:00+02:00;2019-07-26;17851;100,0;24;24;0;5;99,97;Totalt;16133;1713;623;626;406;57;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-27T00:00+02:00;2019-07-28T00:00+02:00;2019-07-27;6656;91,7;24;24;2;2;99,97;1;6269;385;101;195;82;7;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-27T00:00+02:00;2019-07-28T00:00+02:00;2019-07-27;6678;91,7;24;24;2;1;99,99;2;6108;569;245;118;191;15;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-27T00:00+02:00;2019-07-28T00:00+02:00;2019-07-27;6679;91,7;24;24;2;1;99,99;Totalt i retning TROMSDALEN;6109;569;245;118;191;15;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-27T00:00+02:00;2019-07-28T00:00+02:00;2019-07-27;6655;91,7;24;24;2;2;99,97;Totalt i retning TROMSØYA;6268;385;101;195;82;7;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-27T00:00+02:00;2019-07-28T00:00+02:00;2019-07-27;13334;91,7;24;24;2;3;99,98;Totalt;12377;954;346;313;273;22;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-28T00:00+02:00;2019-07-29T00:00+02:00;2019-07-28;7683;100,0;24;24;0;2;99,97;1;7260;421;132;229;54;6;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-28T00:00+02:00;2019-07-29T00:00+02:00;2019-07-28;6833;100,0;24;24;0;0;100,00;2;6238;595;255;132;178;30;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-28T00:00+02:00;2019-07-29T00:00+02:00;2019-07-28;6835;100,0;24;24;0;0;100,00;Totalt i retning TROMSDALEN;6239;596;256;132;178;30;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-28T00:00+02:00;2019-07-29T00:00+02:00;2019-07-28;7681;100,0;24;24;0;2;99,97;Totalt i retning TROMSØYA;7259;420;131;229;54;6;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-28T00:00+02:00;2019-07-29T00:00+02:00;2019-07-28;14516;100,0;24;24;0;2;99,99;Totalt;13498;1016;387;361;232;36;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-29T00:00+02:00;2019-07-30T00:00+02:00;2019-07-29;9937;100,0;24;24;0;7;99,93;1;9165;765;251;358;133;19;4
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-29T00:00+02:00;2019-07-30T00:00+02:00;2019-07-29;9445;100,0;24;24;0;1;99,99;2;8222;1222;473;353;292;103;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-29T00:00+02:00;2019-07-30T00:00+02:00;2019-07-29;9451;100,0;24;24;0;2;99,98;Totalt i retning TROMSDALEN;8223;1226;476;353;292;104;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-29T00:00+02:00;2019-07-30T00:00+02:00;2019-07-29;9931;100,0;24;24;0;6;99,94;Totalt i retning TROMSØYA;9164;761;248;358;133;18;4
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-29T00:00+02:00;2019-07-30T00:00+02:00;2019-07-29;19382;100,0;24;24;0;8;99,96;Totalt;17387;1987;724;711;425;122;5
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-30T00:00+02:00;2019-07-31T00:00+02:00;2019-07-30;9640;100,0;24;24;0;3;99,97;1;8951;686;239;297;130;20;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-30T00:00+02:00;2019-07-31T00:00+02:00;2019-07-30;9379;100,0;24;24;0;1;99,99;2;8205;1173;495;323;281;74;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-30T00:00+02:00;2019-07-31T00:00+02:00;2019-07-30;9384;100,0;24;24;0;1;99,99;Totalt i retning TROMSDALEN;8209;1174;496;323;281;74;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-30T00:00+02:00;2019-07-31T00:00+02:00;2019-07-30;9635;100,0;24;24;0;3;99,97;Totalt i retning TROMSØYA;8947;685;238;297;130;20;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-30T00:00+02:00;2019-07-31T00:00+02:00;2019-07-30;19019;100,0;24;24;0;4;99,98;Totalt;17156;1859;734;620;411;94;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-31T00:00+02:00;2019-08-01T00:00+02:00;2019-07-31;9889;100,0;24;24;0;2;99,98;1;9166;721;221;315;161;23;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-31T00:00+02:00;2019-08-01T00:00+02:00;2019-07-31;9609;100,0;24;24;0;1;99,99;2;8475;1133;442;349;268;74;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-07-31T00:00+02:00;2019-08-01T00:00+02:00;2019-07-31;9616;100,0;24;24;0;1;99,99;Totalt i retning TROMSDALEN;8477;1138;445;350;269;74;0
