Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-01T00:00+01:00;2019-01-02T00:00+01:00;2019-01-01;6624;100,0;24;24;0;4;99,94;1;6362;258;55;172;29;2;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-01T00:00+01:00;2019-01-02T00:00+01:00;2019-01-01;5823;100,0;24;24;0;7;99,88;2;5469;347;100;116;122;9;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-01T00:00+01:00;2019-01-02T00:00+01:00;2019-01-01;5968;100,0;24;24;0;8;99,87;Totalt i retning TROMSDALEN;5607;353;103;119;122;9;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-01T00:00+01:00;2019-01-02T00:00+01:00;2019-01-01;6479;100,0;24;24;0;3;99,95;Totalt i retning TROMSØYA;6224;252;52;169;29;2;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-01T00:00+01:00;2019-01-02T00:00+01:00;2019-01-01;12447;100,0;24;24;0;11;99,91;Totalt;11831;605;155;288;151;11;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-02T00:00+01:00;2019-01-03T00:00+01:00;2019-01-02;9115;100,0;24;24;0;9;99,90;1;8596;510;123;227;144;16;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-02T00:00+01:00;2019-01-03T00:00+01:00;2019-01-02;8880;100,0;24;24;0;8;99,91;2;8018;854;265;262;262;65;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-02T00:00+01:00;2019-01-03T00:00+01:00;2019-01-02;8895;100,0;24;24;0;4;99,96;Totalt i retning TROMSDALEN;8034;857;265;265;262;65;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-02T00:00+01:00;2019-01-03T00:00+01:00;2019-01-02;9100;100,0;24;24;0;13;99,86;Totalt i retning TROMSØYA;8580;507;123;224;144;16;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-02T00:00+01:00;2019-01-03T00:00+01:00;2019-01-02;17995;100,0;24;24;0;17;99,91;Totalt;16614;1364;388;489;406;81;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-03T00:00+01:00;2019-01-04T00:00+01:00;2019-01-03;8431;100,0;24;24;0;11;99,87;1;7929;491;128;218;134;10;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-03T00:00+01:00;2019-01-04T00:00+01:00;2019-01-03;8114;100,0;24;24;0;34;99,58;2;7120;960;401;198;303;57;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-03T00:00+01:00;2019-01-04T00:00+01:00;2019-01-03;8117;100,0;24;24;0;30;99,63;Totalt i retning TROMSDALEN;7124;963;402;200;303;57;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-03T00:00+01:00;2019-01-04T00:00+01:00;2019-01-03;8428;100,0;24;24;0;15;99,82;Totalt i retning TROMSØYA;7925;488;127;216;134;10;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-03T00:00+01:00;2019-01-04T00:00+01:00;2019-01-03;16545;100,0;24;24;0;45;99,73;Totalt;15049;1451;529;416;437;67;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-04T00:00+01:00;2019-01-05T00:00+01:00;2019-01-04;10124;100,0;24;24;0;7;99,93;1;9583;534;139;227;153;15;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-04T00:00+01:00;2019-01-05T00:00+01:00;2019-01-04;9520;100,0;24;24;0;2;99,98;2;8515;1003;450;214;279;60;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-04T00:00+01:00;2019-01-05T00:00+01:00;2019-01-04;9523;100,0;24;24;0;2;99,98;Totalt i retning TROMSDALEN;8518;1003;450;214;279;60;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-04T00:00+01:00;2019-01-05T00:00+01:00;2019-01-04;10121;100,0;24;24;0;7;99,93;Totalt i retning TROMSØYA;9580;534;139;227;153;15;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-04T00:00+01:00;2019-01-05T00:00+01:00;2019-01-04;19644;100,0;24;24;0;9;99,95;Totalt;18098;1537;589;441;432;75;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-05T00:00+01:00;2019-01-06T00:00+01:00;2019-01-05;7578;100,0;24;24;0;14;99,82;1;7234;330;87;162;76;3;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-05T00:00+01:00;2019-01-06T00:00+01:00;2019-01-05;6980;100,0;24;24;0;1;99,99;2;6460;519;210;97;194;18;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-05T00:00+01:00;2019-01-06T00:00+01:00;2019-01-05;6982;100,0;24;24;0;1;99,99;Totalt i retning TROMSDALEN;6462;519;210;97;194;18;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-05T00:00+01:00;2019-01-06T00:00+01:00;2019-01-05;7576;100,0;24;24;0;14;99,82;Totalt i retning TROMSØYA;7232;330;87;162;76;3;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-05T00:00+01:00;2019-01-06T00:00+01:00;2019-01-05;14558;100,0;24;24;0;15;99,90;Totalt;13694;849;297;259;270;21;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-06T00:00+01:00;2019-01-07T00:00+01:00;2019-01-06;6750;100,0;24;24;0;2;99,97;1;6455;293;61;180;47;4;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-06T00:00+01:00;2019-01-07T00:00+01:00;2019-01-06;6579;100,0;24;24;0;0;100,00;2;6090;489;212;72;180;25;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-06T00:00+01:00;2019-01-07T00:00+01:00;2019-01-06;6579;100,0;24;24;0;0;100,00;Totalt i retning TROMSDALEN;6090;489;212;72;180;25;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-06T00:00+01:00;2019-01-07T00:00+01:00;2019-01-06;6750;100,0;24;24;0;2;99,97;Totalt i retning TROMSØYA;6455;293;61;180;47;4;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-06T00:00+01:00;2019-01-07T00:00+01:00;2019-01-06;13329;100,0;24;24;0;2;99,98;Totalt;12545;782;273;252;227;29;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-07T00:00+01:00;2019-01-08T00:00+01:00;2019-01-07;9070;100,0;24;24;0;4;99,96;1;8562;504;120;233;127;22;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-07T00:00+01:00;2019-01-08T00:00+01:00;2019-01-07;8739;100,0;24;24;0;0;100,00;2;7731;1008;461;201;261;85;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-07T00:00+01:00;2019-01-08T00:00+01:00;2019-01-07;8743;100,0;24;24;0;0;100,00;Totalt i retning TROMSDALEN;7734;1009;462;201;261;85;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-07T00:00+01:00;2019-01-08T00:00+01:00;2019-01-07;9066;100,0;24;24;0;4;99,96;Totalt i retning TROMSØYA;8559;503;119;233;127;22;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-07T00:00+01:00;2019-01-08T00:00+01:00;2019-01-07;17809;100,0;24;24;0;4;99,98;Totalt;16293;1512;581;434;388;107;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-08T00:00+01:00;2019-01-09T00:00+01:00;2019-01-08;9140;100,0;24;24;0;10;99,89;1;8619;511;127;222;142;18;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-08T00:00+01:00;2019-01-09T00:00+01:00;2019-01-08;9053;100,0;24;24;0;1;99,99;2;8001;1051;483;233;271;64;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-08T00:00+01:00;2019-01-09T00:00+01:00;2019-01-08;9052;100,0;24;24;0;1;99,99;Totalt i retning TROMSDALEN;8001;1050;483;232;271;64;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-08T00:00+01:00;2019-01-09T00:00+01:00;2019-01-08;9141;100,0;24;24;0;10;99,89;Totalt i retning TROMSØYA;8619;512;127;223;142;18;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-08T00:00+01:00;2019-01-09T00:00+01:00;2019-01-08;18193;100,0;24;24;0;11;99,94;Totalt;16620;1562;610;455;413;82;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-09T00:00+01:00;2019-01-10T00:00+01:00;2019-01-09;9711;100,0;24;24;0;2;99,98;1;9165;544;133;256;135;19;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-09T00:00+01:00;2019-01-10T00:00+01:00;2019-01-09;8964;100,0;24;24;0;1;99,99;2;7951;1012;421;241;274;76;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-09T00:00+01:00;2019-01-10T00:00+01:00;2019-01-09;8969;100,0;24;24;0;1;99,99;Totalt i retning TROMSDALEN;7953;1015;422;243;274;76;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-09T00:00+01:00;2019-01-10T00:00+01:00;2019-01-09;9706;100,0;24;24;0;2;99,98;Totalt i retning TROMSØYA;9163;541;132;254;135;19;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-09T00:00+01:00;2019-01-10T00:00+01:00;2019-01-09;18675;100,0;24;24;0;3;99,98;Totalt;17116;1556;554;497;409;95;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-10T00:00+01:00;2019-01-11T00:00+01:00;2019-01-10;8662;100,0;24;24;0;4;99,95;1;8202;456;108;210;120;18;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-10T00:00+01:00;2019-01-11T00:00+01:00;2019-01-10;8416;100,0;24;24;0;2;99,98;2;7436;978;400;244;267;67;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-10T00:00+01:00;2019-01-11T00:00+01:00;2019-01-10;8416;100,0;24;24;0;1;99,99;Totalt i retning TROMSDALEN;7437;978;400;244;267;67;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-10T00:00+01:00;2019-01-11T00:00+01:00;2019-01-10;8662;100,0;24;24;0;5;99,94;Totalt i retning TROMSØYA;8201;456;108;210;120;18;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-10T00:00+01:00;2019-01-11T00:00+01:00;2019-01-10;17078;100,0;24;24;0;6;99,96;Totalt;15638;1434;508;454;387;85;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-11T00:00+01:00;2019-01-12T00:00+01:00;2019-01-11;9055;100,0;24;24;0;13;99,86;1;8593;449;106;198;133;10;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-11T00:00+01:00;2019-01-12T00:00+01:00;2019-01-11;8854;100,0;24;24;0;1;99,99;2;7925;928;412;205;274;36;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-11T00:00+01:00;2019-01-12T00:00+01:00;2019-01-11;8858;100,0;24;24;0;1;99,99;Totalt i retning TROMSDALEN;7928;929;414;204;274;36;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-11T00:00+01:00;2019-01-12T00:00+01:00;2019-01-11;9051;100,0;24;24;0;13;99,86;Totalt i retning TROMSØYA;8590;448;104;199;133;10;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-11T00:00+01:00;2019-01-12T00:00+01:00;2019-01-11;17909;100,0;24;24;0;14;99,92;Totalt;16518;1377;518;403;407;46;3
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-12T00:00+01:00;2019-01-13T00:00+01:00;2019-01-12;7533;100,0;24;24;0;3;99,96;1;7228;302;65;178;58;1;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-12T00:00+01:00;2019-01-13T00:00+01:00;2019-01-12;7363;100,0;24;24;0;7;99,90;2;6826;530;196;142;182;9;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-12T00:00+01:00;2019-01-13T00:00+01:00;2019-01-12;7369;100,0;24;24;0;5;99,93;Totalt i retning TROMSDALEN;6832;532;196;144;182;9;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-12T00:00+01:00;2019-01-13T00:00+01:00;2019-01-12;7527;100,0;24;24;0;5;99,93;Totalt i retning TROMSØYA;7222;300;65;176;58;1;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-12T00:00+01:00;2019-01-13T00:00+01:00;2019-01-12;14896;100,0;24;24;0;10;99,93;Totalt;14054;832;261;320;240;10;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-13T00:00+01:00;2019-01-14T00:00+01:00;2019-01-13;7029;100,0;24;24;0;3;99,96;1;6747;279;63;166;49;1;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-13T00:00+01:00;2019-01-14T00:00+01:00;2019-01-13;7273;100,0;24;24;0;11;99,85;2;6773;489;186;112;165;26;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-13T00:00+01:00;2019-01-14T00:00+01:00;2019-01-13;7298;100,0;24;24;0;10;99,86;Totalt i retning TROMSDALEN;6794;494;189;114;165;26;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-13T00:00+01:00;2019-01-14T00:00+01:00;2019-01-13;7004;100,0;24;24;0;4;99,94;Totalt i retning TROMSØYA;6726;274;60;164;49;1;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-13T00:00+01:00;2019-01-14T00:00+01:00;2019-01-13;14302;100,0;24;24;0;14;99,90;Totalt;13520;768;249;278;214;27;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-14T00:00+01:00;2019-01-15T00:00+01:00;2019-01-14;10101;100,0;24;24;0;5;99,95;1;9586;510;125;239;135;10;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-14T00:00+01:00;2019-01-15T00:00+01:00;2019-01-14;9952;100,0;24;24;0;62;99,38;2;8805;1085;441;243;300;99;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-14T00:00+01:00;2019-01-15T00:00+01:00;2019-01-14;9972;100,0;24;24;0;62;99,38;Totalt i retning TROMSDALEN;8822;1088;441;245;300;100;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-14T00:00+01:00;2019-01-15T00:00+01:00;2019-01-14;10081;100,0;24;24;0;5;99,95;Totalt i retning TROMSØYA;9569;507;125;237;135;9;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-14T00:00+01:00;2019-01-15T00:00+01:00;2019-01-14;20053;100,0;24;24;0;67;99,67;Totalt;18391;1595;566;482;435;109;3
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-15T00:00+01:00;2019-01-16T00:00+01:00;2019-01-15;10154;100,0;24;24;0;18;99,82;1;9608;528;134;237;135;21;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-15T00:00+01:00;2019-01-16T00:00+01:00;2019-01-15;9978;100,0;24;24;0;24;99,76;2;8861;1093;499;228;281;85;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-15T00:00+01:00;2019-01-16T00:00+01:00;2019-01-15;9994;100,0;24;24;0;19;99,81;Totalt i retning TROMSDALEN;8877;1098;501;231;281;85;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-15T00:00+01:00;2019-01-16T00:00+01:00;2019-01-15;10138;100,0;24;24;0;23;99,77;Totalt i retning TROMSØYA;9592;523;132;234;135;21;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-15T00:00+01:00;2019-01-16T00:00+01:00;2019-01-15;20132;100,0;24;24;0;42;99,79;Totalt;18469;1621;633;465;416;106;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-16T00:00+01:00;2019-01-17T00:00+01:00;2019-01-16;10455;100,0;24;24;0;9;99,91;1;9921;525;142;226;144;13;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-16T00:00+01:00;2019-01-17T00:00+01:00;2019-01-16;10243;100,0;24;24;0;2;99,98;2;9085;1156;562;223;291;78;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-16T00:00+01:00;2019-01-17T00:00+01:00;2019-01-16;10253;100,0;24;24;0;3;99,97;Totalt i retning TROMSDALEN;9091;1159;565;223;291;78;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-16T00:00+01:00;2019-01-17T00:00+01:00;2019-01-16;10445;100,0;24;24;0;8;99,92;Totalt i retning TROMSØYA;9915;522;139;226;144;13;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-16T00:00+01:00;2019-01-17T00:00+01:00;2019-01-16;20698;100,0;24;24;0;11;99,95;Totalt;19006;1681;704;449;435;91;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-17T00:00+01:00;2019-01-18T00:00+01:00;2019-01-17;10296;100,0;24;24;0;2;99,98;1;9751;543;138;259;130;16;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-17T00:00+01:00;2019-01-18T00:00+01:00;2019-01-17;10445;100,0;24;24;0;5;99,95;2;9327;1113;504;230;299;80;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-17T00:00+01:00;2019-01-18T00:00+01:00;2019-01-17;10449;100,0;24;24;0;5;99,95;Totalt i retning TROMSDALEN;9328;1116;505;232;299;80;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-17T00:00+01:00;2019-01-18T00:00+01:00;2019-01-17;10292;100,0;24;24;0;2;99,98;Totalt i retning TROMSØYA;9750;540;137;257;130;16;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-17T00:00+01:00;2019-01-18T00:00+01:00;2019-01-17;20741;100,0;24;24;0;7;99,97;Totalt;19078;1656;642;489;429;96;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-18T00:00+01:00;2019-01-19T00:00+01:00;2019-01-18;10148;100,0;24;24;0;5;99,95;1;9607;536;127;256;143;10;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-18T00:00+01:00;2019-01-19T00:00+01:00;2019-01-18;10015;100,0;24;24;0;15;99,85;2;8956;1044;457;234;291;62;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-18T00:00+01:00;2019-01-19T00:00+01:00;2019-01-18;10020;100,0;24;24;0;15;99,85;Totalt i retning TROMSDALEN;8959;1046;459;234;291;62;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-18T00:00+01:00;2019-01-19T00:00+01:00;2019-01-18;10143;100,0;24;24;0;5;99,95;Totalt i retning TROMSØYA;9604;534;125;256;143;10;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-18T00:00+01:00;2019-01-19T00:00+01:00;2019-01-18;20163;100,0;24;24;0;20;99,90;Totalt;18563;1580;584;490;434;72;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-19T00:00+01:00;2019-01-20T00:00+01:00;2019-01-19;8262;100,0;24;24;0;2;99,98;1;7911;349;70;203;74;2;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-19T00:00+01:00;2019-01-20T00:00+01:00;2019-01-19;8267;100,0;24;24;0;0;100,00;2;7670;597;259;96;225;17;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-19T00:00+01:00;2019-01-20T00:00+01:00;2019-01-19;8269;100,0;24;24;0;0;100,00;Totalt i retning TROMSDALEN;7670;599;260;97;225;17;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-19T00:00+01:00;2019-01-20T00:00+01:00;2019-01-19;8260;100,0;24;24;0;2;99,98;Totalt i retning TROMSØYA;7911;347;69;202;74;2;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-19T00:00+01:00;2019-01-20T00:00+01:00;2019-01-19;16529;100,0;24;24;0;2;99,99;Totalt;15581;946;329;299;299;19;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-20T00:00+01:00;2019-01-21T00:00+01:00;2019-01-20;7276;100,0;24;24;0;4;99,95;1;6987;285;50;169;63;3;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-20T00:00+01:00;2019-01-21T00:00+01:00;2019-01-20;7018;100,0;24;24;0;2;99,97;2;6475;541;256;97;163;25;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-20T00:00+01:00;2019-01-21T00:00+01:00;2019-01-20;7026;100,0;24;24;0;2;99,97;Totalt i retning TROMSDALEN;6481;543;257;98;163;25;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-20T00:00+01:00;2019-01-21T00:00+01:00;2019-01-20;7268;100,0;24;24;0;4;99,94;Totalt i retning TROMSØYA;6981;283;49;168;63;3;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-20T00:00+01:00;2019-01-21T00:00+01:00;2019-01-20;14294;100,0;24;24;0;6;99,96;Totalt;13462;826;306;266;226;28;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-21T00:00+01:00;2019-01-22T00:00+01:00;2019-01-21;9906;100,0;24;24;0;7;99,93;1;9355;544;138;257;130;17;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-21T00:00+01:00;2019-01-22T00:00+01:00;2019-01-21;9526;100,0;24;24;0;22;99,77;2;8408;1096;460;262;278;93;3
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-21T00:00+01:00;2019-01-22T00:00+01:00;2019-01-21;9532;100,0;24;24;0;23;99,76;Totalt i retning TROMSDALEN;8407;1102;463;264;278;94;3
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-21T00:00+01:00;2019-01-22T00:00+01:00;2019-01-21;9900;100,0;24;24;0;6;99,94;Totalt i retning TROMSØYA;9356;538;135;255;130;16;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-21T00:00+01:00;2019-01-22T00:00+01:00;2019-01-21;19432;100,0;24;24;0;29;99,85;Totalt;17763;1640;598;519;408;110;5
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-22T00:00+01:00;2019-01-23T00:00+01:00;2019-01-22;9789;100,0;24;24;0;16;99,84;1;9255;518;134;255;115;14;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-22T00:00+01:00;2019-01-23T00:00+01:00;2019-01-22;9310;100,0;24;24;0;9;99,90;2;8283;1018;360;286;303;67;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-22T00:00+01:00;2019-01-23T00:00+01:00;2019-01-22;9389;100,0;24;24;0;10;99,89;Totalt i retning TROMSDALEN;8354;1025;365;286;305;67;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-22T00:00+01:00;2019-01-23T00:00+01:00;2019-01-22;9710;100,0;24;24;0;15;99,85;Totalt i retning TROMSØYA;9184;511;129;255;113;14;0
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-22T00:00+01:00;2019-01-23T00:00+01:00;2019-01-22;19099;100,0;24;24;0;25;99,87;Totalt;17538;1536;494;541;418;81;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-23T00:00+01:00;2019-01-24T00:00+01:00;2019-01-23;10150;100,0;24;24;0;11;99,89;1;9617;522;131;241;136;13;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-23T00:00+01:00;2019-01-24T00:00+01:00;2019-01-23;9807;100,0;24;24;0;5;99,95;2;8808;994;437;230;256;70;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-23T00:00+01:00;2019-01-24T00:00+01:00;2019-01-23;9821;100,0;24;24;0;5;99,95;Totalt i retning TROMSDALEN;8819;997;439;231;256;70;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-23T00:00+01:00;2019-01-24T00:00+01:00;2019-01-23;10136;100,0;24;24;0;11;99,89;Totalt i retning TROMSØYA;9606;519;129;240;136;13;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-23T00:00+01:00;2019-01-24T00:00+01:00;2019-01-23;19957;100,0;24;24;0;16;99,92;Totalt;18425;1516;568;471;392;83;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-24T00:00+01:00;2019-01-25T00:00+01:00;2019-01-24;10081;100,0;24;24;0;14;99,86;1;9532;535;143;242;131;18;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-24T00:00+01:00;2019-01-25T00:00+01:00;2019-01-24;9870;100,0;24;24;0;0;100,00;2;8830;1040;457;235;271;76;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-24T00:00+01:00;2019-01-25T00:00+01:00;2019-01-24;9873;100,0;24;24;0;0;100,00;Totalt i retning TROMSDALEN;8831;1042;458;236;271;76;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-24T00:00+01:00;2019-01-25T00:00+01:00;2019-01-24;10078;100,0;24;24;0;14;99,86;Totalt i retning TROMSØYA;9531;533;142;241;131;18;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-24T00:00+01:00;2019-01-25T00:00+01:00;2019-01-24;19951;100,0;24;24;0;14;99,93;Totalt;18362;1575;600;477;402;94;2
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-25T00:00+01:00;2019-01-26T00:00+01:00;2019-01-25;10139;100,0;24;24;0;8;99,92;1;9585;546;140;251;135;17;3
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-25T00:00+01:00;2019-01-26T00:00+01:00;2019-01-25;10057;100,0;24;24;0;2;99,98;2;9032;1023;453;219;297;53;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-25T00:00+01:00;2019-01-26T00:00+01:00;2019-01-25;10061;100,0;24;24;0;2;99,98;Totalt i retning TROMSDALEN;9034;1025;455;219;297;53;1
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-25T00:00+01:00;2019-01-26T00:00+01:00;2019-01-25;10135;100,0;24;24;0;8;99,92;Totalt i retning TROMSØYA;9583;544;138;251;135;17;3
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-25T00:00+01:00;2019-01-26T00:00+01:00;2019-01-25;20196;100,0;24;24;0;10;99,95;Totalt;18617;1569;593;470;432;70;4
79743V1125914;TROMSØBRUA;FV862 S1D1 m1705;2019-01-26T00:00+01:00;2019-01-27T00:00+01:00;2019-01-26;8301;100,0;24;24;0;0;100,00;1;7974;327;80;169;76;2;0
